blog,category
"Defence and security company Saab has announced that Austro Control, the Austrian Air Navigation Service Provider, has formally signed the final acceptance for its nation-wide Wide Area Multilateration (WAM) system.

Saab’s WAM system provides terminal and en route surveillance for all of Austria, covering six Terminal Maneuvering Areas, the entire Austrian FIR, and an additional zone of 40NM of high density airspace. Austro Control is using the WAM system to complement their existing Secondary Surveillance Radar (SSR) infrastructure, to enable some SSR infrastructure to be retired, and to add surveillance of areas not previously covered by SSR due to the region's mountainous terrain.

The initial WAM contract was signed in 2011 and installation was completed in early 2013. Since then, tiers of airspace have incrementally gone operational with coverage today spanning the country’s entire upper airspace and down to ground level in the Salzburg TMA. Five additional TMAs will go operational this year.

”Nation-wide WAM projects like Austria present a multitude of integration challenges, which is where we excel. It’s not enough to have great technology, you need to be committed to making it work for your customers”, says Anders Carp head of Saab business unit Traffic Management.

”Our nation-wide WAM project is an excellent solution in terms of surveillance as well as business performance. Saab was committed to making sure the system met our needs and high standards. With endurance and solution orientation we were able to meet the challenge of successfully integrating WAM with the other elements of our surveillance chain. Austro Control has invested a lot but we are proud of the result”, says Werner Langhans, Director Engineering Services at Austro Control.

Saab’s multilateration solutions use multiple low-maintenance, non-rotating sensors to triangulate aircraft locations based on transponder signals to provide air traffic controllers with precise aircraft position and identification information regardless of weather conditions. With a higher update rate and greater positional accuracy than traditional radar, Saab’s multilateration provides effective surveillance for increased safety, capacity and efficiency of airspace. By employing advanced processing techniques, Saab uses the minimal number of sensors for a less complex, lower lifecycle cost solution. Additionally, each multilateration sensor deployed supports ADS-B, providing an infrastructure that is ready for today's surveillance needs and tomorrow's avionics.",air-traffic
"The Board of Airservices Australia today announced the appointment of Mr Jason Harfield as Chief Executive Officer of Airservices Australia.

The appointment followed an extensive executive search conducted with the assistance of a leading international executive recruitment firm.

Mr Harfield has been acting CEO since August 2015 and brings over 25 years of experience in the aviation industry to the role.

“The Board reviewed an extensive field of candidates and concluded that Mr Harfield offered the right blend of experience, skill and drive to lead the organisation,” Airservices Australia Chair, Air Chief Marshal Sir Angus Houston AK, AFC (Ret’d) said.",air-traffic
"Defence and security company Saab announces that it has been awarded two contracts by Dubai Aviation Engineering Projects (DAEP) to supply and install a Wide Area Multilateration (WAM) system at Dubai International Airport (DXB) and a Surface Multilateration system at Al Maktoum Airport (AMI).

The DXB WAM system will provide surveillance of the aerodrome using Saab’s latest MDS technology that will support Precision Runway Monitoring (PRM) and allow the airport to increase its throughput by enabling simultaneous landings on the two parallel runways. The WAM system will augment the existing surface multilateration system already installed and commissioned at DXB to increase the surveillance coverage to 50nm from the airport.

The AMI surface multilateration system will allow the airport to accurately track aircraft positions on the airfield so that controllers can monitor the movements of all transponder equipped aircraft and vehicles. Saab’s VeeLo NG vehicle locator will be installed on ground vehicles to positively identify them and enable their positions to be tracked by the system. With Saab’s multilateration, air traffic controllers will be able to maintain situational awareness despite any obstructions or inclement weather that may constrain visual observations from the tower.

Saab is the leading multilateration surveillance provider in the world and is responsible for more than half of all global installations. Saab is proud to have Dubai and DAEP as another partner in the pursuit of increased aviation safety and efficiency.

Saab provides the global defence and aviation markets with advanced sensor technologies, next-generation radars, automation, and modelling and simulation solutions. It serves military, civil aviation, airport and airline customers in more than 40 countries across six continents.",air-traffic
"Airbus Defence and Space has been awarded a 145 M€ contract by the procurement agency of German Armed Forces (BAAINBw) for the long term operation of the SATCOMBw secure satellite communications system. Airbus Defence and Space has been operating the SATCOMBw system since 2006. This contract which has been renewed for the next seven-and-a-half years includes the in-orbit operation of the military COMSATBw1 and COMSATBw 2 satellites as well as the operation of their teleport and associated networks in Weilheim, Germany, until 2022.

The two military communication satellites COMSATBw-1 and COMSATBw-2 provide German armed forces (Bundeswehr) in operation with military UHF and X-band plus additional capacity in C and Ku-band over a coverage stretching from the Americas to Eastern Asia.

In addition to the two satellites, the SATCOMBw programme provides a secure ground communications network and control system. Command centres, vehicles, aircrafts and ships deployed around the world are linked directly into the base communications networks for voice, video, database access and IP (Internet Protocol) services.

""We are proud to support German armed forces for its worldwide missions and to keep managing the operation after our successful delivery of the SATCOMBw system"", said Stefan Gramolla, Head of SATCOMBW programme at Airbus Defence and Space.

Airbus Defence and Space has been responsible for the overall SATCOMBw system design, integration and delivery of a fully operational capability. The company has also delivered more than 500 ground terminals with range of antenna diameters from 1.2 to 4.6 meters included maritime terminals.",air-traffic
"Thales announces that NATS, the UK's main air navigation service provider, has accepted the Thales Safety Nets Server for use in Prestwick Centre Upper Airspace. The Thales Safety Nets Server will be integrated into a fully virtualized environment.

Based on the TopSky - Safety Nets, a core component of Thales’s market leading TopSky - ATC, this innovative technology guarantees earlier conflict detection and a lower nuisance alert rate than standard safety nets. For system acceptance, NATS measured the Safety Nets Server performance on a challenging part of the London Terminal Control airspace, managed by the Swanwick Air Traffic Control Centre which is the busiest terminal environment in Europe. The assessment demonstrated that the Safety Net Server could be used in all future NATS Operations and will assist NATS controllers in maintaining their outstanding safety record. NATS intends to deploy the Thales SNS for use in all operations by 2020.

NATS joins over 40 Air Navigation Service Providers across the globe that have already chosen TopSky –Safety Nets for their ATC centres. Thales is the leading manufacturing industry contributor to SESAR, where it has undertaken development and operational validation of TopSky - Safety Nets enhancements; further, the systems are fully compliant with ICAO Aviation System Block Upgrades, Block 0 and 1.",air-traffic
"Indra has been awarded a contract to install one of its primary radars in South Korea to reinforce security and cover the surveillance of the busiest air traffic corridor in the world in terms of number of passengers: the route between Jeju and Seoul.

In 2013, the company was awarded a contract to install one of its Mode S secondary radars in the vicinity of Jeju airport. This is a system with state-of-the-art technology for identifying aircraft and obtaining data on their height and flying speed. Now the company is reinforcing this site with the installation of a new primary radar that detects the position of any aircraft, whether or not it actively identifies itself.

Indra thus enhances the surveillance of this route which, according to data from the International Air Transport Association (IATA), recorded the largest number of passengers worldwide in 2014. Specifically, 10.5 million passengers used the route, up 10.9% from the previous year.

Indra was awarded the contract after winning the open tender against some of the leading systems suppliers in the world, in consortium with local companies. With this new award, Indra reinforces its already solid position in South Korea.

In 2015 Indra won several contracts for the supply of systems for navigation, surveillance and automated air traffic management systems for the Incheon International Airport in Seoul. This is one of the leading airports in Asia, handling 45 million passengers in 2014.

Outside Korea, Indra has a strong position in the Asian market. 60% of Chinese airspace is currently monitored with Indra radars, and its automation systems allow the control centers in Xi'an and Chengdu to manage airspace of 4.2 million km2, more than eight times the skies over Spain. The company has also deployed almost 800 radio navigation systems (DVOR, ILS, DME) in different sites around the country. Elsewhere, it has developed important ATM projects in countries such as Mongolia, Vietnam, the Philippines, Indonesia and Australia, among others.

Indra has successfully completed more than 4,000 air traffic management installations in 160 countries. The company is also one of the leaders of the SESAR R&D program, which defines the future requirements for Air Traffic Management in Europe.",air-traffic
"The SESAR Joint Undertaking (SESAR JU) has announced the 19 members that will participate in the industrial research, validation and demonstration activities of SESAR 2020, the next wave of the European ATM research and innovation (R&I). The SESAR 2020 membership will be composed of the current SESAR members complimented by additional members and their supporting entities. The renewed SESAR JU membership brings together over 100 separate organisations with a European and Global presence from across the full scope of ATM research to the ongoing SESAR development. The renewed SESAR JU Membership and capabilities will allow for a continuity of work, as well as a fresh impetus to SESAR’s industrial R&I activities. The expansion of the SESAR JU membership also reflects the growing confidence and commitment to SESAR's approach to ATM modernisation and further reinforces the link to deployment.

 

Representatives from each of the awarded members will accede to a Membership Agreement in the coming weeks and bring to completion the member accession process which was launched in July 2014.  A total of 19 entities were selected to shape the programme and take forward the SESAR 2020 industrial R&I activities, which will run up until 2024. The SESAR 2020 membership sees renewed commitment from the current members: Airbus, DFS, DSNA, Enaire, ENAV, Finmeccanica, Frequentis, Honeywell, Indra, NATMIG, NATS, SEAC and two divisions of Thales. A further five entities will join the SESAR 2020 family:



Building on the results of the first R&I programme, SESAR 2020 members will focus on areas of the ATM value chain where the greatest performance gains can be achieved. These areas address the need to better integrate airports into ATM, develop further advanced air traffic services, and optimise network services and the enabling the necessary infrastructure. The SESAR 2020 industrial activities will benefit from a contribution of EUR 500 million from the European Union’s Horizon 2020 research and innovation programme.

 

""Thanks to SESAR, we are developing and deploying cutting-edge operations and technologies for European and global aviation. We all know that a top-notch ATM system is vital for the achievement of the Single European Sky, and SESAR research and innovation projects are vital to reach that objective. I am confident that with a renewed and evolved partnership, the SESAR 2020 work programme will deliver even more outstanding and timely results than before and drive our ambitious agenda forward,"" says Henrik Hololei, Director General, DG MOVE, and Chair of the SESAR JU Administrative Board.

",air-traffic
"The UK's largest air navigation services provider, NATS, has signed a multi-year agreement with Snowflake Software for its use of Snowflake's Laminar Data platform - a secure cloud-based platform for managing, sharing and monetising aeronautical, weather and flight data.



Since the announcement of Laminar Data last August, and the launch at World ATM Congress this week, Snowflake has been running an Early Adopters beta programme in order to gain market validation and feedback for its innovative data sharing and app building cloud platform.



As a result, Snowflake is now pleased to announce that NATS will become a flagship launch customer of Laminar Data after signing a five-year agreement. The agreement will enable NATS to exploit Laminar Data's technology in order provide its customer base with applications that enhance and improve the utilisation of aeronautical data.



Alexis James Brooker, Director of Professional Services at Snowflake said ""Laminar Data has been a multi-year investment for Snowflake and signing a 5-year agreement with an industry leader such as NATS is a great start on our journey towards building a global platform to enable the Aviation API economy. NATS has unrivalled operational knowledge and experience across the entire ATM industry, that combined with our Laminar Data platform enables NATS to take that knowledge to market with innovative applications at a fraction of the cost and timeframe that it could do previously.""



Andy Sage, Head of NATS Information, said: ""Managing vast amounts of data and extracting valuable insight is a problem for everyone in the industry and especially for our airline customers. Snowflake's unique capability allows for the safe, secure and flexible hosting of a variety of data sources to offer our customers new and innovative ATM solutions, helping them to make better and more informed decisions. We are delighted to be working in partnership with Snowflake and look forward to sharing this capability with our customers later this year. Watch this space!""",air-traffic
"Brussels Airport has been completely closed following 2 terrorist bomb attack's at Zaventem Airport early this morning.

A NOTAM has been issued that the airport is unavailable for arrivals and departures from 10:00 until at least midnight.

Two bomb blasts tore through the departure are of the terminal around 8am local time.

Shortly after another blast was reported on the Metro system at the Maelbeek station in the city's EU quarter.",air-traffic
"STR­-SpeechTech Ltd. has finished the installation of a new StarCaster® ATIS System at Queen Beatrix International Airport in Oranjestad, Aruba. The new system replaces the previous StarCaster ATIS system which was installed in 2007 and ran for nine years without error.

The new StarCaster ATIS system provided to Air Navigation Services Aruba NV (ANSA NV) offers the ability to generate ATIS messages simultaneously in text form for data link transmission alongside voice ATIS broadcasts. The provision of ATIS messages via data link, often referred to as D­-ATIS, allows pilots with ACARS equipped aircraft to more rapidly and easily retrieve information necessary prior to initial contact with air traffic control.

“Data link ATIS is rapidly becoming the standard for many airports around the world,” said STR President and CEO, Craig Dickson. “The use of D­-ATIS means that controllers and pilots do not have to rely strictly on voice frequencies, particularly when these frequencies are congested. To that end, we are pleased that ANSA has decided to be the first to provide D-­ATIS within the Caribbean.” ANSA, too, confirm they are pleased with the upgrades to their system and look forward to providing the extra level of service for aircraft arriving at or departing from Aruba.",air-traffic
"Beginning today, top officials from the Federal Aviation Administration (FAA) are participating in the annual National Air Traffic Controllers Association’s (NATCA) annual conference, Communicating for Safety, to highlight intense, collaborative efforts between the agency and air traffic controllers that are making the world’s safest aviation system even safer.

FAA Administrator Michael Huerta, Deputy Administrator Mike Whitaker, Air Traffic Organization Chief Operating Officer Teri Bristol and UAS Senior Advisor Mark ""Hoot"" Gibson are among the agency officials attending the conference that will be attended by over 1,500 aviation industry leaders.

“I want to thank our entire controller workforce for everything they do to keep our system the safest in the world,” said Administrator Huerta. “The proof of that success is in our unparalleled safety record. We all know it is a direct result of the dedication and professionalism shown by our controller workforce every day.”

“Aviation safety is a team effort, and when it comes to keeping our skies safe NATCA is one of our most important members,” said Deputy Administrator Mike Whitaker. “We’re proud of our partnership with NATCA and proud to take part in this conference.”

One of the best examples of the FAA-NATCA collaboration is the continuing, successful rollout of the Standard Terminal Automation Replacement System (STARS), which upgrades the computer system used by air traffic controllers at terminal facilities to a single, state-of-the-art platform. STARS, which enhances safety and increases efficiency, gives controllers a complete, precise picture of their airspace, enabling them to manage aircraft being tracked either by radar or the satellite-based Automatic Dependent Surveillance – Broadcast (ADS-B)

Large, complex facilities like Chicago TRACON and New York TRACON, along with many smaller facilities, are slated to install and operate STARS later this year. STARS will be in place at all terminal facilities by the end of 2019.

The STARS display booth at CFS gives controllers the hands-on opportunity to see the benefits of this system.

Check out the following videos to learn more about STARS from the air traffic controllers who are using the technology:

ATO controllers discuss the benefits of a standard automation platform for career progression and training, at TRACONs and terminals.

ATO controllers discuss the positive impact of STARS at Fort Myers Tower/TRACON.

ATO controllers discuss the general benefits of STARS automation system at TRACONs and towers, including how the new tools and state-of-the art technology enables them to safety and efficiently manage traffic.

ATO controllers discuss the ease of the process involved in the transition to STARS at TRACONs and towers.",air-traffic
"In February of 2016, NTT DATA Corporation was contracted by Cambodia Air Traffic Services Co. Ltd., a Cambodian air traffic control service provider, to carry out the installation and subsequent support of the flight path design system “PANADES®”.

In this project, NTT DATA will transfer one license from the “PANADES” that was installed in Vietnam to Cambodia, accompanying the conclusion of the “Project for the Capacity Development for Transition to the New CNS/ATM Systems in Cambodia, Lao PDR and Vietnam”, a Technical Cooperation Project1 with the Japan International Cooperation Agency.

This marks the sixth overseas introduction of “PANADES”, following introductions in Thailand, Indonesia, Vietnam, Laos, and Myanmar.

In recent years, aiming to improve the efficiency and safety of airplane operations and expand airspace capacity centered on Southeast Asian countries such as three of the countries in the Greater Mekong Subregion (Vietnam, Laos, and Cambodia), JICA has been carrying out activities such as development support for capabilities related to the establishment of flight rules for performance-based navigation (PBN) and preparation support for next-generation airport security system training programs aimed at air traffic controllers and control technicians. In 2011, NTT DATA’s “PANADES” was adopted as a system to develop capabilities concerning the design of flight rules for performance-based navigation (PBN) in the “Project for the Capacity Development for Transition to the New CNS/ATM Systems in Cambodia, Lao PDR and Vietnam”. “PANADES” has come to be jointly utilized in Vietnam, Laos, and Cambodia.2 Meanwhile, in Cambodia, there was an average growth of 11% in the number of airplanes between 2011 and 2015, and it is predicted that the flow of transportation will continue to increase in the future. Given this situation, on this occasion, accompanying the conclusion of JICA’s “Project for the Capacity Development for Transition to the New CNS/ATM Systems in Cambodia, Lao PDR and Vietnam”, it was decided that one of the “PANADES” licenses installed in Vietnam would be transferred to Cambodia. NTT DATA has been contracted by CATS, a Cambodian air traffic control service provider, to carry out the installation and subsequent support for “PANADES” on the occasion of the transfer.

“PANADES” is a system with the purpose of designing the routes flown by airplanes based upon international standards. In the design of flight paths, upon considering factors such as airplanes’ capabilities and the terrain, manmade obstacles, and climate conditions for each location to be designed, it is necessary to accurately carry out minute calculations, such as various parameter calculations and complex geometrical calculations in line with airplanes’ characteristics. PANADES is outfitted with the functionality to automatically process many of the complex calculations in such flight path design operations, and it has the merit of making it possible to automatically create flight zones with the input of as few parameters as possible. Due to this feature of PANADES, it is possible to aim for the shortening of the working time for the design of flight paths, the securing of the quality and reliability of design results, and the improvement of flight path safety.",air-traffic
"The SR-3 radar delivers critical situational awareness and safety in all weather conditions. It will be used for the detection of non-cooperative targets -- including aircraft, ground vehicles, and other obstacles -- and integrated into the existing Advanced Surface Movement Guidance & Control Systems (A‑SMGCS) system. Based on more than 10 years' experience in fielding solid state radars, the SR-3 employs an open architecture design that utilizes industry standard interfaces for easy integration into existing or new air traffic control systems. The radar fully complies with EUROCAE ED-116 and EUROCAE ED-87B standards for A‑SMGCS Levels 1, 2 and 3.

The SR-3 radar delivers the highest level of surveillance available due to its 16-level frequency diversity, automatic clutter suppression using advanced signal processing, and sophisticated processing that eliminates multi-path targets. The fully redundant design and small number of line replaceable units delivers high reliability, easy maintenance and low life cycle costs. In addition, the small indoor/outdoor transceiver cabinet means greater site flexibility and lower installation costs.

""Saab's SR-3 is a low-risk solution for airports like Prague that need to replace an aging radar, or for airports looking to augment coverage or deploy a Surface Movement Radar for the first time. The SR-3 was specifically designed to support air traffic safety systems such as A-SMGCS,"" says Anders Carp, head of Saab business unit Traffic Management.

Saab provides the global defence and aviation markets with advanced sensor technologies, next-generation radars, automation, and modelling and simulation solutions. It serves military, civil aviation, airport and airline customers in more than 40 countries across six continents.",air-traffic
"The International Air Transport Association (IATA) announced global passenger traffic results for January 2016 showing demand (revenue passenger kilometers or RPKs) rose 7.1% compared to January 2015. This was ahead of the 2015 full year growth rate of 6.5%. January capacity rose 5.6%, with the result that load factor rose 1.1 percentage points to 78.8%, the highest load factor ever recorded for the first month of the year.

""January maintained the strong traffic growth trend seen in 2015, showing the resilience of demand for connectivity despite recent turmoil in equity markets. The record load factor is a result of strong demand for our product and airlines making the most productive use of their assets. Underlying conditions point to another strong year for passenger traffic, with the latest decline in oil prices likely providing additional stimulus for air travel growth,"" said Tony Tyler, IATA's Director General and CEO.

¹% of industry RPKs in 2015   ²Year-on-year change in load factor   ³Load factor level

January international passenger traffic rose 7.3% compared to the year-ago period. Capacity rose 5.9% and load factor rose 1.0 percentage point to 78.8%. All regions recorded year-over-year increases in demand.

Domestic air travel rose 6.8% in January year-on-year. Capacity rose 5.1% and load factor was 78.9%, up 1.3% percentage points.

¹% of industry RPKs in 2015   ²Year-on-year change in load factor   ³Load factor level  

*Note: the seven domestic passenger markets for which broken-down data are available account for 30% of global total RPKs and approximately 82% of total domestic RPKs",air-traffic
"Joint initiative will bring data link communications to the 21st century, resulting in optimised airspace and airport capacity, plus reduction in flight times, aircraft fuel burn and CO2 emissions

Consortium of over 30 leading aviation and space companies have joined the project, including Airbus, Boeing, NATS, Thales Alenia Space, and the Iris programme’s first airline partner, Alitalia.

Inmarsat, the world’s leading provider of global mobile satellite communications, has been awarded a contract by the European Space Agency (ESA) to enhance Air Traffic Management (ATM) in Europe with a new generation of satellite-based data link communications.

Under the Iris Service Evolution programme, Inmarsat will head-up a consortium of over 30 leading companies from across the aviation industry to develop a technical, commercial and operational roadmap that meets Europe’s long-term requirements for enhanced air traffic communications.

The programme will focus on using advanced satellite technology to improve aeronautical data link services, enabling flight plans to be updated continuously, even while aircraft are on route to their destination. This will lead to the significant optimisation of European airspace and airport capacity, in addition to overall reductions in flight times, fuel burn and CO2 emissions.

Iris Service Evolution supports the Single European Skies ATM Research (SESAR) masterplan for the next-generation of air traffic management, which offers a high-level view of the critical developments that are required to deliver a high-performing aviation system for Europe.

Leo Mondale, President of Inmarsat Aviation, said: “Air traffic management is under great pressure and there is no doubt that the digitalisation of cockpit communication is a vital building block of the future, opening the door for airlines to truly benefit from enhanced data utilisation"".

“Iris will mark a new era of communication in the aviation industry and places Europe at the forefront of ATM innovation. Inmarsat pioneered satellite data link services in oceanic areas 25 years ago and we look forward to now bringing this expertise and knowledge to continental airspace. Together with ESA and members of the Iris consortium, we will demonstrate the important contribution that Iris will make to air traffic management in Europe.”

Iris Service Evolution builds on the Iris Precursor contract awarded to Inmarsat by ESA in November 2014, under which an initial set of services was developed to complement existing, but congested terrestrial data link services. The services, which address the aviation industry’s short-to-medium term ATM needs, are supported by Inmarsat’s next-generation SwiftBroadband Safety (SB-S) satcom system, an evolution of its existing high-capacity L-band SwiftBroadband system.

Iris Precursor achieved a milestone on 23rd February 2016, when the first test flight was operated between Toulouse and the Baleares Islands, passing above Madrid. The two-hour-and-40-minute flight, operated using an Airbus A330 aircraft, successfully performed initial 4D (i4D) flight path control and Controller Pilot Data Link Communication (CPDLC) exchanges with Maastricht Upper Area Control Centre (MUAC). It also tested the handover between Inmarsat satellite spot beams.

Iris Precursor is expected to support CPDLC and i4D flight path control by 2018, with the exchange of information coming directly from avionic systems. In the longer term, Iris will evolve to support Full 4D and operate in a highly secure multi-link environment with future terrestrial data links, enabling more efficient traffic management by synchronising trajectories between air and ground.

Magali Vaissiere, Director of Telecommunications and Integrated Applications at the European Space Agency (ESA), said: “Iris brings safer air traffic management to airlines and their passengers. It is an outstanding example of how cooperation between commercial partners and institutions can create effective technical solutions that improve our everyday lives and make European companies more competitive in the world markets.”

The Iris Service Evolution consortium gathers key players from air traffic management, air transport, aeronautics and the satcom industry, including Airbus, Boeing, NATS and Thales Alenia Space, together with the Iris programme’s first airline partner, Alitalia, the national carrier of Italy.

Giancarlo Schisano, Chief Operations Officer at Alitalia, said: “We are very proud of being the only current airline partner of the Iris consortium. We will make our know-how available for this key project, which will revolutionise the aviation industry. We believe that satellite communications represent the natural development of the industry and will lead to concrete benefits to airlines and their travellers due to reduced flight times, more savings on fuel consumption and an even more advanced flight safety.”

The ESA-Inmarsat collaboration was created following a major funding commitment approved at ESA’s 2012 Ministerial Council. While the programme will initially focus on Europe, the services will also benefit ATM operations in North America, Asia Pacific and other regions around the world where the growth of air traffic is placing a strain on ground-based networks.",air-traffic
"Snowflake Software today announced the worldwide launch of Laminar Data, the first industry specific cloud platform for managing, sharing and monetising aeronautical, weather and flight data.

Continuing to build on its innovative technology and its award-winning software products as a foundation for the platform, Laminar Data enables organisations to build operational applications and share operational data at a fraction of the cost previously possible.

Alexis James Brooker, Director of Professional Services, at Snowflake comments “Our vision for Laminar Data is to make data available and remove the management overhead of keeping it up to date. We want our customers to focus on using their operational knowledge to build ground breaking Apps rather than getting distracted with sourcing data and managing it.”

Laminar Data provides both a Data as a Service offering called the ‘Laminar Data Hub’ and a private Platform as a Service (PaaS) offering called the ‘Laminar Data Private Cloud’.

Application Developers need to acquire and manage complex aeronautical, weather and flight data to build applications. However, up to 80% of application development costs can be attributed to sourcing and reliably managing data. The Laminar Data Hub provides App Developers with a cloud platform pre-populated with leading sources of flight, weather and aeronautical data all delivered through developer-friendly APIs supported and managed by Snowflake in the cloud.

Data Providers such as Airports, ANSPs and Airlines have valuable data locked up in operational systems. An inability to share data hinders these organisations from solving critical operational problems. The Laminar Data Private Cloud enables Data Providers to selectively and securely share their data through developer-friendly APIs on a dedicated private platform supported and managed by Snowflake.

Ian Painter, Managing Director, at Snowflake comments “Laminar Data is a first in the marketplace. Too many operational problems remain unsolved because data is locked up or too complex to manage. Our aim with Laminar Data is to commoditise the acquisition, cost and complexity of working and sharing operational data, enabling organisations to build apps and share data at a fraction of the cost and time they can do today.”

Discover more about Laminar Data by visiting Snowflake at Stand 117 during World ATM Congress, or visit www.laminardata.aero.",air-traffic
"Civil Air Navigation Services Organisation(CANSO) in partnership with the 



 The fourth annual World ATM Congress opened this morning at IFEMA, Feria de Madrid. The Congress brings together aviation leaders to discuss, demonstrate, and sell the latest technologies and measures to transform air traffic management (ATM) performance. This year a record number of participants and exhibitors have registered to attend the world's largest air traffic management event. World ATM Congress is produced by the(CANSO) in partnership with the Air Traffic Control Association (ATCA), and runs through 10 March.

""It is no surprise to me that thousands of the world's most influential aviation leaders have made World ATM Congress their office away from home, so to speak,"" said Peter F. Dumont, President and CEO of ATCA. ""Deals are made here, MOUs are signed, and the aviation industry moves forward, collaboratively, into the ever-evolving future. World ATM Congress is a bastion for air traffic management decision-makers and aviation innovators from all segments of our industry to learn, share, and connect. On behalf of the Air Traffic Control Association, I am proud to welcome our global community to Madrid.""





Jeff Poole, Director General of CANSO, said, ""As the largest global air traffic management exhibition by far, World ATM Congress makes a major contribution to the transformation of global air traffic management performance through a conference that seeks to find solutions to current and future challenges facing the industry; workshops and education sessions given by top experts; demonstrations of the latest products and services by commercial providers; and the purchase of the latest air traffic management technology and services by air navigation service providers. CANSO and ATCA are proud to work in partnership on World ATM Congress and proud of their individual conference events. Combined, they provide a formidable suite of conferences and events that serve the entire needs of the global ATM industry.""





Ana María Pastor Julián, Spain's Minister of Transport and Public Works, opened the Conference of World ATM Congress this morning. The Spanish government has been honoured to host the event over the last four years. Spain's ENAIRE is among the most modern air navigation service providers in the world, and safely and securely handled 11.9 percent of Europe's air traffic last year. Advances in air traffic management systems and efficiencies saved 3.5 million nautical miles of flight and reduced delays by 79 percent from 2011-2015. She highlighted the important role ENAIRE plays in SESAR and its deployment phase. ENAIRE is also developing the Common Iberian Airspace with Portugal to introduce even greater efficiencies. In recognition of International Women's Day, she closed by praising the role of women as pioneers in aviation.





The conference then examined the issues that most need to be addressed by today's top aviation leaders, including airspace capacity, aviation noise, and improving efficiency, and explored emerging technology, like remote towers, that impact the provision of air traffic services at airports. On Wednesday the conference will debate the implications of the safe and efficient introduction of new entrants into airspace, such as balloons, commercial space vehicles, and remotely piloted aircraft systems. The final session forecasts where the industry will be in five year's time and what is and should be done now to prepare.",air-traffic
"Today, the SESAR Deployment Manager (SDM) and the European Organisation for Civil Aviation Equipment (EUROCAE) signed a Memorandum of Cooperation. 



The MoC provides the principles and sets a framework for efficient cooperation and communication between the SDM and EUROCAE with regard to SESAR deployment, in light of Regulation 409/2013. 



It is essential that EUROCAE and the SDM are closely coordinating and exchanging information on the standards development process and progress of relevant activities within EUROCAE on the one hand, but also for the SDM to provide information to EUROCAE on relevant developments regarding the deployment programme that could impact the standardisation activities. The MoC coordination is complementary to the coordination that will also take place in the European ATM Standardisation Coordination Group (EASCG) and the results will be reflected in the EASCG Rolling Plan. 



Standards development and EUROCAE activities are specifically recognised in this Regulation as an essential element in support of SESAR deployment. EUROCAE plays a key role on the European scene for the development of standards for Aviation, including Air Traffic Management. Through this cooperation, the SDM and EUROCAE will contribute to the provision of the required standards for a successful deployment of SESAR. 



Massimo Garbini, Managing Director SESAR Deployment Manager: “This formalization of the continuous dialogue between the SDM and EUROCAE will help reduce significantly the risk of non-timely availability or lack of necessary standards, we are very happy to officially welcome EUROCAE into SESAR Deployment today” 



Christian Schleifer, Secretary General EUROCAE “EUROCAE provide the essential bridge between research and development to deployment by offering a platform for voluntary experts to develop technical standards. The MoC is a significant milestone for EUROCAE to ensure consistent and efficient development of standards thanks to close coordination with the SDM.”",air-traffic
"Today the Irish Aviation Authority (IAA) announced that it is expanding its established and proven ASSET® platform  to include electronic Notice to Airmen (NOTAM) as part of its goal to automate the NOTAM origination and publication process.

Phase III of the ASSET platform calls for the design, creation, delivery, testing and implementation of a NOTAM module integrated into ASSET® within a year.  This intimidating deadline leaves Mr. Glyn Owen, Chief Operating Officer (COO), CGH Technologies unfazed.

“Using Agile software development and the proven ASSET® platform, plus the fact that we’ve done this before, makes this a low-risk alternative as compared to the more traditional software approaches others use.”  For example, IAA’s Drone Registry was created on the ASSET® platform by CGH in about 6 weeks and became operational across the Internet on 20 December 2015.

“Using the IAA authoritative source for NOTAM delivery mitigates many data challenges for issuing accurate NOTAMS,” said Mr. Philip Hughes, IAA’s Director of Commercial Technology and Training.  “Our approach will be transparent to any registered user of ASSET® and our NOTAM search program will reside on ASSET® available on our IAA website,” he continued.

“The key is that this will be published via the Cloud,” said Mr. Owen, undaunted by the task ahead.  “We are here to launch the next step for ATM Data Origination and we are excited to introduce the next generation of asset.”",air-traffic
